observation_date,ConfirmedCases,ConfirmedDeaths,PopulationVaccinated,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H7_Vaccination policy,H8M_Protection of elderly people,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary)
2022-09-03,94735199.0,1047475.0,67.87,24.2,34.71,39.67,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-04,94742681.0,1047489.0,67.87,24.2,34.71,39.67,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-05,94776356.0,1047578.0,67.88,24.2,34.71,39.67,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-06,94888803.0,1048183.0,67.88,24.2,34.71,39.67,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-07,95012774.0,1048962.0,67.9,24.2,34.7,39.67,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-08,95119998.0,1049673.0,67.91,24.2,34.7,39.66,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-09,95220758.0,1050179.0,67.93,24.19,34.7,39.66,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-10,95230918.0,1050261.0,67.94,24.19,34.7,39.66,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-11,95239962.0,1050282.0,67.94,24.19,34.7,39.66,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-12,95309350.0,1050733.0,67.96,24.19,34.7,39.66,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-13,95389023.0,1051261.0,67.97,24.19,34.7,39.66,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-14,95492224.0,1052202.0,67.99,24.18,34.7,39.66,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-15,95575861.0,1052896.0,68.0,24.18,34.7,39.66,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-16,95632097.0,1053302.0,68.02,24.18,34.69,39.65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-17,95640668.0,1053361.0,68.03,24.18,34.69,39.65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-18,95646159.0,1053385.0,68.04,24.18,34.69,39.65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-19,95701850.0,1053774.0,68.05,24.17,34.69,39.65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-20,95771112.0,1054223.0,68.07,24.17,34.69,39.65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-21,95869476.0,1055189.0,68.08,24.17,34.69,39.65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-22,95950546.0,1055879.0,68.1,24.17,34.69,39.65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-23,96033830.0,1056276.0,68.12,24.16,34.69,39.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-24,96043588.0,1056358.0,68.13,24.16,34.68,39.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-25,96050333.0,1056376.0,68.14,24.16,34.68,39.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-26,96095885.0,1056741.0,68.15,24.16,34.68,39.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-27,96156934.0,1057193.0,68.17,24.16,34.68,39.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-28,96243479.0,1058461.0,68.19,24.15,34.68,39.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-29,96328015.0,1059187.0,68.2,24.15,34.68,39.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-09-30,96361580.0,1059507.0,68.22,24.15,34.68,39.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-01,96369625.0,1059542.0,68.23,24.15,34.68,39.63,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-02,96375509.0,1059560.0,68.24,24.15,34.68,39.63,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-03,96416999.0,1059851.0,68.25,24.15,34.67,39.63,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-04,96472358.0,1060356.0,68.27,24.14,34.67,39.63,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-05,96543735.0,1061382.0,68.29,24.14,34.67,39.63,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-06,96604699.0,1062009.0,68.3,24.14,34.67,39.63,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-07,96663035.0,1062409.0,68.32,24.13,34.67,39.63,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-08,96670876.0,1062461.0,68.33,24.13,34.67,39.62,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-09,96676516.0,1062473.0,68.34,24.13,34.67,39.62,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-10,96699589.0,1062608.0,68.35,24.13,34.67,39.62,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-11,96760434.0,1063218.0,68.37,24.13,34.66,39.62,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-12,96825135.0,1063988.0,68.39,24.12,34.66,39.62,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-13,96888756.0,1064579.0,68.41,24.12,34.66,39.62,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-14,96915830.0,1064910.0,68.43,24.12,34.66,39.62,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-15,96921917.0,1064952.0,68.43,24.12,34.66,39.62,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-16,96928733.0,1064963.0,68.44,24.12,34.66,39.61,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-17,96967685.0,1065300.0,68.46,24.11,34.66,39.61,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-18,97011349.0,1065737.0,68.47,24.11,34.66,39.61,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-19,97072048.0,1066447.0,68.49,24.11,34.65,39.61,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-20,97129478.0,1067052.0,68.51,24.11,34.65,39.61,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-21,97175604.0,1067633.0,68.53,24.1,34.65,39.61,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-22,97181092.0,1067656.0,68.53,24.1,34.65,39.61,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-23,97189727.0,1067668.0,68.54,24.1,34.65,39.6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-24,97229112.0,1067877.0,68.56,24.1,34.65,39.6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-25,97272915.0,1068312.0,68.57,24.1,34.65,39.6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-26,97344455.0,1069412.0,68.59,24.09,34.65,39.6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-27,97403798.0,1070006.0,68.61,24.09,34.64,39.6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-28,97434240.0,1070198.0,68.63,24.09,34.64,39.6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-29,97443365.0,1070235.0,68.63,24.09,34.64,39.6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-30,97446797.0,1070244.0,68.64,24.09,34.64,39.6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-10-31,97491766.0,1070376.0,68.65,24.09,34.64,39.59,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-01,97540736.0,1070821.0,68.66,28.77,37.28,42.61,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-02,97614775.0,1071544.0,68.68,28.77,37.28,42.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-03,97685617.0,1072189.0,68.69,28.77,37.28,42.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-04,97724326.0,1072544.0,68.71,28.77,37.28,42.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-05,97729627.0,1072577.0,68.72,28.77,37.28,42.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-06,97737758.0,1072597.0,68.72,28.77,37.28,42.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-07,97778436.0,1072731.0,68.74,28.76,37.28,42.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-08,97809892.0,1072952.0,68.75,28.76,37.28,42.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-09,97907217.0,1073860.0,68.76,28.76,37.27,42.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-10,97973552.0,1074452.0,68.77,28.76,37.27,42.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-11,97986735.0,1074508.0,68.79,28.76,37.27,42.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-12,97992007.0,1074513.0,68.79,28.76,37.27,42.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-13,97994653.0,1074526.0,68.8,28.76,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-14,98045066.0,1074780.0,68.81,28.76,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-15,98104944.0,1075182.0,68.82,28.75,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-16,98189692.0,1075982.0,68.83,28.75,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-17,98243790.0,1076510.0,68.85,28.75,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-18,98299385.0,1077020.0,68.86,28.75,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-19,98304397.0,1077043.0,68.87,28.75,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-20,98308346.0,1077063.0,68.87,28.75,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-21,98352864.0,1077274.0,68.88,28.75,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-22,98409179.0,1077840.0,68.89,28.75,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-23,98522619.0,1078826.0,68.9,28.74,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-24,98538940.0,1079015.0,68.9,28.74,37.27,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-25,98561273.0,1079169.0,68.91,28.74,37.26,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-26,98564574.0,1079183.0,68.91,28.74,37.26,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-27,98570524.0,1079196.0,68.92,28.74,37.26,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-28,98632854.0,1079494.0,68.92,28.74,37.26,42.59,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-29,98700309.0,1079906.0,68.93,28.74,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-11-30,98813321.0,1080466.0,68.94,28.74,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-01,98903928.0,1081153.0,68.95,28.74,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-02,98968313.0,1081465.0,68.97,28.74,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-03,98975438.0,1081494.0,68.97,28.74,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-04,98980990.0,1081505.0,68.97,28.74,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-05,99038798.0,1081728.0,68.98,28.73,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-06,99133789.0,1082333.0,68.99,28.73,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-07,99279229.0,1083338.0,69.0,28.73,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-08,99378455.0,1084230.0,69.01,28.73,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-09,99414998.0,1084429.0,69.02,28.73,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-10,99422186.0,1084462.0,69.02,28.73,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-11,99428500.0,1084473.0,69.03,28.73,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-12,99487847.0,1084701.0,69.04,28.73,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-13,99581078.0,1085296.0,69.05,28.73,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-14,99729246.0,1086179.0,69.05,28.73,37.26,42.58,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-15,99841367.0,1087000.0,69.06,28.73,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-16,99895955.0,1087425.0,69.07,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-17,99902767.0,1087451.0,69.08,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-18,99908625.0,1087473.0,69.08,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-19,99969013.0,1087755.0,69.09,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-20,100050937.0,1088341.0,69.1,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-21,100233060.0,1089383.0,69.1,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-22,100329204.0,1089979.0,69.11,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-23,100368433.0,1090186.0,69.11,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-24,100374955.0,1090208.0,69.12,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-25,100378169.0,1090223.0,69.12,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-26,100390601.0,1090252.0,69.12,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-27,100501536.0,1090608.0,69.13,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-28,100614880.0,1091598.0,69.13,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-29,100718983.0,1092522.0,69.14,28.72,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-30,100757380.0,1092738.0,69.15,28.71,37.25,42.57,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
2022-12-31,100765333.0,1092764.0,69.15,28.71,38.03,43.46,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.0,3.0,1.0,,,2.0,5.0,2.0,2,3,5,1.0
