strategy,label,annualized_return_pct,sharpe_ratio,total_return_pct
naive,Naive,4.351912648729317,0.42767131734569414,122.98601545894724
weighted,Weighted,6.676711227213961,0.5456122756768594,237.61497495192452
top_50,Top 50%,7.062043271835239,0.5429161075621909,261.3271265392731
top_25,Top 25%,6.881177652681414,0.5673413945103946,250.0073224647059
top_75,Top 75%,9.032266158294956,0.5868681879025186,409.317391314544
spy,SPY Benchmark,1.771838265125547,0.1913070944805652,39.185167372127964
