strategy,label,annualized_return_pct,sharpe_ratio,total_return_pct
naive,Naive,0.5865216255187988,0.16499441150840893,10.340059280395508
weighted,Weighted,1.5746116638183594,0.31282376666474226,30.065834045410156
top_50,Top 50%,1.322596316494451,0.23648149386257394,24.74148955336528
top_25,Top 25%,1.4134825266557849,0.3072818900330647,26.637554155371856
top_75,Top 75%,0.9717886711436918,0.148415778550255,17.670473842231683
