strategy,label,annualized_return_pct,sharpe_ratio,total_return_pct
naive,Naive,2.390420436859131,0.6326596910338884,48.80479431152344
weighted,Weighted,4.3296098709106445,0.8257467657152772,104.03990936279297
top_50,Top 50%,4.478247976545213,0.7269407459068784,108.98638851793496
top_25,Top 25%,5.045731521698671,1.022182416272291,128.92869252393982
top_75,Top 75%,5.760741446506179,0.6074044830826204,156.6073804784776
