strategy,label,annualized_return_pct,sharpe_ratio,total_return_pct
naive,Naive,2.4684786796569824,0.6388624577170916,50.7252197265625
weighted,Weighted,3.742539882659912,0.7098444895093758,85.5585708618164
top_50,Top 50%,5.6349079579190775,0.8816358804986869,151.51849880334197
top_25,Top 25%,4.321793607096991,0.8603475192719248,103.78275469264686
top_75,Top 75%,7.2582222122411055,0.7507515064627067,225.0924063396048
