strategy,label,annualized_return_pct,sharpe_ratio,total_return_pct
naive,Naive,1.9394516944885254,0.5134496169557338,38.153709411621094
weighted,Weighted,2.547788619995117,0.5013127477001266,52.69999694824219
top_50,Top 50%,2.629405550370212,0.4524419061188916,54.757866285933645
top_25,Top 25%,1.987906635997283,0.4250934608474214,39.26272692595896
top_75,Top 75%,2.035305732592385,0.2565225724445144,40.355725063078765
