strategy,label,annualized_return_pct,sharpe_ratio,total_return_pct
naive,Naive,5.487787759372154,0.5179682952266524,173.33689721297486
weighted,Weighted,8.845999125590943,0.6839329332643482,393.0185712511868
top_50,Top 50%,9.067157325901265,0.6590149344334088,412.2179767955643
top_25,Top 25%,8.672608598585473,0.6806987921794936,378.44468344363366
top_75,Top 75%,11.229479866674442,0.689995038314519,641.1816631622247
spy,SPY Benchmark,1.6890369268428351,0.18600405658507652,37.05964362122032
