strategy,label,annualized_return_pct,sharpe_ratio,total_return_pct
naive,Naive,0.7877469062805176,0.2112502494714264,14.113354682922363
weighted,Weighted,0.2905607223510742,0.07924208069283907,5.002927780151367
top_50,Top 50%,0.6374999265275072,0.1307260829195516,11.284682725430418
top_25,Top 25%,0.15321747016767695,0.055521457602208245,2.6094367051487932
top_75,Top 75%,-2.946355506666931,-0.26711163265264043,-39.53985356306134
